year,Base case cost,Modeled non-residential energy efficiency
2017,585040.817955,609560.668208
2018,612296.315495,633078.050018
2019,649363.792148,665787.280947
2020,666807.310574,680244.828733
2021,678799.729491,689662.730323
2022,688611.708605,697089.160287
2023,694062.808113,700490.373357
2024,699513.907621,703930.978447
2025,706055.227031,708426.44103
2026,713686.766342,713975.859547
2027,719137.86585,717529.187557
2028,724588.965358,721118.342402
2029,732220.504669,726775.261829
2030,735491.164374,728400.793885
2031,744212.923586,735141.635551
