year,population
2003,228.0
2004,216.0
2005,231.0
2006,222.0
2007,223.0
2008,234.0
2009,245.0
2010,251.0
2011,261.0
2012,266.0
2013,270.0
2014,274.0
2015,278.0
2016,282.0
2017,285.0
2018,289.0
2019,293.0
2020,297.0
2021,301.0
2022,305.0
2023,309.0
2024,313.0
2025,317.0
2026,321.0
2027,325.0
2028,329.0
2029,334.0
2030,339.0
2031,343.0
2032,347.0
2033,351.0
2034,355.0
2035,359.0
2036,363.0
2037,367.0
2038,372.0
2039,375.0
2040,379.0
