year,Base case cost,Modeled diesel efficiency
2019,1738899.14894,1967866.23669
2020,1841549.34139,2052113.13657
2021,1917634.76711,2112422.86064
2022,1970902.39953,2152196.76543
2023,2006414.15448,2176031.72671
2024,2037486.94005,2196029.27143
2025,2072998.695,2220255.61263
2026,2117746.39526,2253067.1057
2027,2158068.63584,2282039.86525
2028,2190261.97451,2303802.80317
2029,2230623.24306,2333167.00117
2030,2257284.07863,2350248.00652
2031,2302107.58322,2384008.25101
2032,2346946.09857,2417945.93213
2033,2395840.80896,2455731.01476
2034,2445148.31519,2494047.56942
2035,2476268.38466,2515982.6322
2036,2525171.35096,2554232.93162
2037,2555859.86113,2576070.10959
2038,2604314.75631,2614200.61249
