year,Base case cost,Modeled solar power (pv)
2016,1138886.24524,1167576.9039
2017,1356487.30991,1382049.57029
2018,1516587.42018,1539696.54134
2019,1738899.14894,1758942.18655
2020,1841549.34139,1859845.1575
2021,1917634.76711,1934497.10841
2022,1970902.39953,1986591.67372
2023,2006414.15448,2021139.0222
2024,2037486.94005,2051315.33077
2025,2072998.695,2085907.14486
2026,2117746.39526,2129667.50036
2027,2158068.63584,2169069.249
2028,2190261.97451,2200451.25666
2029,2230623.24306,2239933.83634
2030,2257284.07863,2265865.99737
2031,2302107.58322,2309807.72116
2032,2346946.09857,2353784.8773
2033,2395840.80896,2401796.11108
2034,2445148.31519,2450240.3976
2035,2476268.38466,2480682.86633
