year,Base case diesel consumed,Modeled non-residential ashp
2017,66899.0474163,-78533.6645037
2018,66899.0474163,-78533.6645037
2019,66899.0474163,-78533.6645037
2020,66899.0474163,-78533.6645037
2021,66899.0474163,-78533.6645037
2022,66899.0474163,-78533.6645037
2023,66899.0474163,-78533.6645037
2024,66899.0474163,-78533.6645037
2025,66899.0474163,-78533.6645037
2026,66899.0474163,-78533.6645037
2027,66899.0474163,-78533.6645037
2028,66899.0474163,-78533.6645037
2029,66899.0474163,-78533.6645037
2030,66899.0474163,-78533.6645037
2031,66899.0474163,-78533.6645037
