year,Base case diesel consumed,Modeled diesel efficiency
2019,443596.721669,403269.746972
2020,443746.82925,403406.208409
2021,443896.936831,403542.669846
2022,443896.936831,403542.669846
2023,443896.936831,403542.669846
2024,443896.936831,403542.669846
2025,443896.936831,403542.669846
2026,443971.990621,403610.900565
2027,444047.044412,403679.131283
2028,444272.205783,403883.823439
2029,444347.259573,403952.054157
2030,444347.259573,403952.054157
2031,444422.313363,404020.284876
2032,444497.367154,404088.515594
2033,444497.367154,404088.515594
2034,444572.420944,404156.746313
2035,444572.420944,404156.746313
2036,444572.420944,404156.746313
2037,444497.367154,404088.515594
2038,444422.313363,404020.284876
