year,Base case diesel consumed,Modeled non-residential ashp
2017,40055.5838103,26401.1250216
2018,40875.6540149,27221.1952262
2019,41695.7242194,28041.2654307
2020,42515.794424,28861.3356353
2021,43335.8646286,29681.4058399
2022,44155.9348331,30501.4760444
2023,44976.0050377,31321.546249
2024,44976.0050377,31321.546249
2025,45796.0752423,32141.6164536
2026,47436.2156514,33781.7568627
2027,48256.285856,34601.8270673
2028,49076.3560605,35421.8972718
2029,49896.4262651,36241.9674764
2030,50716.4964697,37062.037681
2031,52356.6368788,38702.1780901
