year,annotation,Average Load
2003,,75.0
2004,,77.0
2005,,79.0
2006,,85.0
2007,,84.0
2008,,84.0
2009,,84.0
2010,,85.0
2011,,88.0
2012,,91.0
2013,,91.0
2014,start of forecast,91.0
2015,,91.0
2016,,91.0
2017,,92.0
2018,,92.0
2019,,92.0
2020,,93.0
2021,,93.0
2022,,93.0
2023,,94.0
2024,,94.0
2025,,94.0
2026,,95.0
2027,,95.0
2028,,95.0
2029,,96.0
2030,,96.0
2031,,97.0
2032,,97.0
2033,,97.0
2034,,98.0
2035,,98.0
2036,,99.0
2037,,99.0
2038,,99.0
2039,,100.0
2040,,100.0
