year,Base case cost,Modeled non-residential energy efficiency
2017,430415.024486,432678.079922
2018,451731.891227,451649.240938
2019,480943.893798,477646.757885
2020,494365.624709,489591.562969
2021,503839.787705,498023.190087
2022,510945.409952,504346.910426
2023,515682.49145,508562.723985
2024,519630.059365,512075.901951
2025,524367.140863,516291.71551
2026,530683.249527,521912.800255
2027,535420.331025,526128.613814
2028,539367.89894,529641.79178
2029,544894.494021,534560.240932
2030,548052.548353,537370.783305
2031,554368.657017,542991.86805
