year,Base case cost,Modeled diesel efficiency
2019,192344.388197,376175.908078
2020,204303.774729,387048.077652
2021,213264.905745,395194.560394
2022,219777.683053,401115.267037
2023,224571.919435,405473.663749
2024,228721.605193,409246.105346
2025,233569.814868,413653.568687
2026,240354.805304,419821.741811
2027,245273.414926,424293.205104
2028,249536.52282,428168.757735
2029,255486.100553,433577.464765
2030,259115.608925,436877.017831
2031,266130.572521,443254.257463
2032,272901.482967,449409.630596
2033,278711.043028,454691.048833
2034,286274.343988,461566.776978
2035,291397.895677,466224.551242
2036,298030.352895,472254.057803
2037,302569.585025,476380.632467
2038,309609.579713,482780.627638
