year,Base case cost,Modeled biomass for heat (cordwood)
2017,847186.11668,966035.885147
2018,957244.369023,1056550.94952
2019,1103661.09381,1177210.60149
2020,1178630.78185,1238522.89225
2021,1231679.06783,1281639.33963
2022,1275545.42877,1316681.51239
2023,1301680.61116,1336668.5911
2024,1324636.63513,1353534.75553
2025,1349249.94236,1372115.0823
2026,1380512.7962,1396353.92466
2027,1412057.46111,1421452.11067
2028,1442246.08061,1445770.51253
2029,1453916.00997,1450575.37846
2030,1457434.38424,1449372.36206
2031,1482386.75343,1467036.2328
2032,1522918.70663,1500851.15449
2033,1571094.9962,1541834.17332
2034,1619901.27916,1583493.13208
2035,1651241.53659,1609300.80047
2036,1687910.80262,1638388.1415
