year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,317141.0,264812.150363
2018,320007.0,267678.150363
2019,321643.0,269314.150363
2020,323682.0,271353.150363
2021,325727.0,273398.150363
2022,326952.0,274623.150363
2023,327770.0,275441.150363
2024,327773.0,275444.150363
2025,328179.0,275850.150363
2026,328590.0,276261.150363
2027,329818.0,277489.150363
2028,331450.0,279121.150363
2029,327361.0,275032.150363
2030,324500.0,272171.150363
2031,322867.0,270538.150363
2032,325318.0,272989.150363
2033,328590.0,276261.150363
2034,331857.0,279528.150363
2035,333495.0,281166.150363
2036,333492.0,281163.150363
