year,Base case cost,Modeled water and wastewater efficiency
2017,31599.9084931,75859.4946916
2018,34481.8938772,76465.5824279
2019,38285.0413794,77697.2175765
2020,40196.5572681,77728.566913
2021,41564.0681759,77435.511802
2022,42687.2535982,77009.4430202
2023,43359.9188582,76316.9318212
2024,43964.045968,75604.7885635
2025,44584.4428543,74929.4782344
2026,45399.4598057,74406.5073338
2027,46206.1491639,73904.4426256
2028,46954.8908784,73389.3349833
2029,47286.7238831,72614.329112
2030,47397.7191916,71721.4469717
2031,48070.7570325,71219.4569368
