year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,3942.5,8245.29,200812.74,108082.64
2018,38942.5,8303.59,200812.74,110890.07
2019,58359.17,8335.98,200812.74,112494.32
2020,78275.83,8369.33,200812.74,114499.62
2021,101942.5,8408.76,200812.74,116504.93
2022,115359.17,8431.2,200812.74,117708.11
2023,124942.5,8447.19,200812.74,118510.24
2024,126442.5,8449.64,200812.74,118510.24
2025,129692.5,8455.1,200812.74,118911.3
2026,135692.5,8465.14,200812.74,119312.36
2027,149942.5,8488.83,200812.74,120515.54
2028,166609.17,8516.74,200812.74,122119.79
2029,120359.17,8439.48,200812.74,118109.17
2030,87525.83,8384.7,200812.74,115301.75
2031,70359.17,8356.06,200812.74,113697.5
2032,97192.5,8400.88,200812.74,116103.87
2033,135442.5,8464.63,200812.74,119312.36
2034,170525.83,8523.21,200812.74,122520.85
2035,190942.5,8557.29,200812.74,124125.09
2036,189109.17,8554.15,200812.74,124125.09
2037,167859.17,8518.73,200812.74,122119.79
2038,151442.5,8491.39,200812.74,120916.6
2039,154609.17,8496.72,200812.74,120916.6
2040,171442.5,8524.81,200812.74,122520.85
