year,Base case diesel consumed,Modeled diesel efficiency
2019,58359.1666667,53053.7878788
2020,78275.8333333,71159.8484848
2021,101942.5,92675.0
2022,115359.166667,104871.969697
2023,124942.5,113584.090909
2024,126442.5,114947.727273
2025,129692.5,117902.272727
2026,135692.5,123356.818182
2027,149942.5,136311.363636
2028,166609.166667,151462.878788
2029,120359.166667,109417.424242
2030,87525.8333333,79568.9393939
2031,70359.1666667,63962.8787879
2032,97192.5,88356.8181818
2033,135442.5,123129.545455
2034,170525.833333,155023.484848
2035,190942.5,173584.090909
2036,189109.166667,171917.424242
2037,167859.166667,152599.242424
2038,151442.5,137675.0
