year,Base case cost,Modeled non-residential energy efficiency
2017,1453731.77152,1466084.76796
2018,1517991.84916,1524465.54956
2019,1606349.45591,1607081.65629
2020,1648520.13186,1643645.3986
2021,1676633.91583,1666283.66145
2022,1700731.44494,1685034.00198
2023,1714788.33692,1693869.0301
2024,1728845.22891,1702826.44564
2025,1742902.12089,1711903.38018
2026,1760975.26773,1725113.28734
2027,1777040.28714,1736429.04921
2028,1791097.17912,1745847.99442
2029,1809170.32595,1759391.89632
2030,1819210.96309,1765009.44274
2031,1839292.23735,1780771.29244
