year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,200812.74262,148601.429539
2018,200812.74262,148601.429539
2019,200812.74262,148601.429539
2020,200812.74262,148601.429539
2021,200812.74262,148601.429539
2022,200812.74262,148601.429539
2023,200812.74262,148601.429539
2024,200812.74262,148601.429539
2025,200812.74262,148601.429539
2026,200812.74262,148601.429539
2027,200812.74262,148601.429539
2028,200812.74262,148601.429539
2029,200812.74262,148601.429539
2030,200812.74262,148601.429539
2031,200812.74262,148601.429539
