year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,22025.82,536435.74,472866.43,9574.08,917296.03,889994.94
2018,24838.71,600695.82,520633.87,9643.18,917296.03,901384.27
2019,28603.46,689053.43,577663.37,9681.59,917296.03,907892.46
2020,30475.45,731224.1,612005.63,9721.11,917296.03,916027.7
2021,31796.23,759337.89,639034.77,9767.84,917296.03,924162.93
2022,32892.82,783435.42,659759.26,9794.44,917296.03,929044.08
2023,33546.53,797492.31,672550.91,9813.39,917296.03,932298.17
2024,34147.74,811549.2,680846.63,9816.3,917296.03,932298.17
2025,34761.67,825606.09,691474.53,9822.77,917296.03,933925.22
2026,35564.79,843679.24,704544.83,9834.67,917296.03,935552.27
2027,36343.41,859744.26,721290.93,9862.74,917296.03,940433.41
2028,37059.07,873801.15,739440.79,9895.82,917296.03,946941.6
2029,37482.47,891874.3,725786.18,9804.26,917296.03,930671.12
2030,37658.39,901914.93,714299.5,9739.33,917296.03,919281.79
2031,38365.38,921996.21,715730.88,9705.38,917296.03,912773.6
2032,39327.23,940069.35,741328.41,9758.5,917296.03,922535.89
2033,40472.13,960150.63,773746.0,9834.06,917296.03,935552.27
2034,41604.56,980231.9,806805.28,9903.5,917296.03,948568.64
2035,42369.9,994288.8,826058.06,9943.89,917296.03,955076.83
2036,43295.33,1016378.2,839711.82,9940.17,917296.03,955076.83
2037,43627.18,1028426.96,833473.03,9898.19,917296.03,946941.6
2038,44421.19,1050516.36,838562.07,9865.78,917296.03,942060.45
2039,45128.83,1066581.38,848235.4,9872.1,917296.03,942060.45
2040,46215.73,1088670.78,872966.54,9905.39,917296.03,948568.64
