year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,14969001,369001
2004,,0,0,0,0,14855004,25001
2005,,0,0,0,0,15531002,0
2006,,0,0,0,0,15370000,104001
2007,,0,0,0,0,16208000,0
2008,,0,0,0,0,17385000,263620
2009,,0,0,0,0,18540000,0
2010,,0,0,0,0,19369000,0
2011,,0,0,0,0,20169000,0
2012,start of forecast,0,0,0,0,21609000,0
2013,,0,0,0,0,20566000,0
2014,,0,0,0,0,21626000,0
2015,,0,0,0,0,20068000,0
2016,,0,0,0,0,20559000,0
2017,,0,0,0,0,21036690,47310
2018,,0,0,0,0,21036690,467310
2019,,0,0,0,0,21036690,700310
2020,,0,0,0,0,21036690,939310
2021,,0,0,0,0,21036690,1223310
2022,,0,0,0,0,21036690,1384310
2023,,0,0,0,0,21036690,1499310
2024,,0,0,0,0,21036690,1517310
2025,,0,0,0,0,21036690,1556310
2026,,0,0,0,0,21036690,1628310
2027,,0,0,0,0,21036690,1799310
2028,,0,0,0,0,21036690,1999310
2029,,0,0,0,0,21036690,1444310
2030,,0,0,0,0,21036690,1050310
2031,,0,0,0,0,21036690,844310
2032,,0,0,0,0,21036690,1166310
2033,,0,0,0,0,21036690,1625310
2034,,0,0,0,0,21036690,2046310
2035,,0,0,0,0,21036690,2291310
2036,,0,0,0,0,21036690,2269310
2037,,0,0,0,0,21036690,2014310
2038,,0,0,0,0,21036690,1817310
2039,,0,0,0,0,21036690,1855310
2040,,0,0,0,0,21036690,2057310
