year,Base case cost,Modeled water and wastewater efficiency
2017,36708.3200739,29621.7393272
2018,41321.4418483,32919.4554792
2019,47783.3063777,37538.753877
2020,50870.2672718,39745.411515
2021,53032.6426334,41291.1439147
2022,54586.985885,42402.1638153
2023,55830.2555767,43290.8411257
2024,56769.6602831,43962.2695422
2025,57856.672568,44739.2703182
2026,59252.3671322,45736.9367779
2027,60342.5196018,46516.1668344
2028,61277.9969461,47184.832302
2029,62690.242505,48194.2291654
2030,63483.5348064,48761.1780655
2031,64887.2644584,49764.5584073
