year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,17975.6876508,13302.0088616
2018,17975.6876508,13302.0088616
2019,17975.6876508,13302.0088616
2020,17975.6876508,13302.0088616
2021,17975.6876508,13302.0088616
2022,17975.6876508,13302.0088616
2023,17975.6876508,13302.0088616
2024,17975.6876508,13302.0088616
2025,17975.6876508,13302.0088616
2026,17975.6876508,13302.0088616
2027,17975.6876508,13302.0088616
2028,17975.6876508,13302.0088616
2029,17975.6876508,13302.0088616
2030,17975.6876508,13302.0088616
2031,17975.6876508,13302.0088616
