year,Base case diesel consumed,Modeled diesel efficiency
2019,20317.3354814,18470.3049831
2020,20317.3354814,18470.3049831
2021,20317.3354814,18470.3049831
2022,20490.9879214,18628.1708377
2023,20490.9879214,18628.1708377
2024,20490.9879214,18628.1708377
2025,20490.9879214,18628.1708377
2026,20490.9879214,18628.1708377
2027,20490.9879214,18628.1708377
2028,20490.9879214,18628.1708377
2029,20490.9879214,18628.1708377
2030,20664.6403615,18786.0366922
2031,20664.6403615,18786.0366922
2032,20664.6403615,18786.0366922
2033,20664.6403615,18786.0366922
2034,20664.6403615,18786.0366922
2035,20664.6403615,18786.0366922
2036,20664.6403615,18786.0366922
2037,20664.6403615,18786.0366922
2038,20664.6403615,18786.0366922
