year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,1746.18,113000.0,113000.0
2004,,1746.18,115000.0,115000.0
2005,,1746.18,111000.0,111000.0
2006,,1746.18,111000.0,111000.0
2007,,1746.18,109000.0,109000.0
2008,,1746.18,114000.0,114000.0
2009,,1746.18,115000.0,115000.0
2010,,1746.18,117000.0,117000.0
2011,,1746.18,116000.0,116000.0
2012,,1746.18,116000.0,116000.0
2013,,1746.18,70370.0,70370.0
2014,start of forecast,1746.18,117000.0,117000.0
2015,,1746.18,117000.0,117000.0
2016,,1746.18,117000.0,117000.0
2017,,1746.18,117000.0,117000.0
2018,,1746.18,117000.0,117000.0
2019,,1746.18,117000.0,117000.0
2020,,1746.18,117000.0,117000.0
2021,,1746.18,117000.0,117000.0
2022,,1746.18,118000.0,118000.0
2023,,1746.18,118000.0,118000.0
2024,,1746.18,118000.0,118000.0
2025,,1746.18,118000.0,118000.0
2026,,1746.18,118000.0,118000.0
2027,,1746.18,118000.0,118000.0
2028,,1746.18,118000.0,118000.0
2029,,1746.18,118000.0,118000.0
2030,,1746.18,119000.0,119000.0
2031,,1746.18,119000.0,119000.0
2032,,1746.18,119000.0,119000.0
2033,,1746.18,119000.0,119000.0
2034,,1746.18,119000.0,119000.0
2035,,1746.18,119000.0,119000.0
2036,,1746.18,119000.0,119000.0
2037,,1746.18,119000.0,119000.0
2038,,1746.18,119000.0,119000.0
2039,,1746.18,119000.0,119000.0
2040,,1746.18,119000.0,119000.0
