year,Base case cost,Modeled wind power
2019,57701.2327673,
2020,61764.6998636,
2021,64609.126831,
2022,67210.4403823,
2023,68849.7194161,
2024,70079.1786914,
2025,71513.5478459,
2026,73357.7367588,
2027,74792.1059133,
2028,76021.5651886,
2029,77865.7541015,
2030,79558.8653916,
2031,81418.6830242,
2032,83278.5006567,
2033,85138.3182892,
2034,87204.7823254,
2035,88651.3071507,
2036,90717.7711868,
2037,91957.6496085,
2038,94024.1136446,
