year,Base case diesel consumed,Modeled residential ashp
2017,22451.7614468,3366.18384783
2018,22451.7614468,3366.18384783
2019,22451.7614468,3366.18384783
2020,22451.7614468,3366.18384783
2021,22451.7614468,3366.18384783
2022,23773.9037606,4688.32616161
2023,23773.9037606,4688.32616161
2024,23773.9037606,4688.32616161
2025,23773.9037606,4688.32616161
2026,23773.9037606,4688.32616161
2027,23773.9037606,4688.32616161
2028,23773.9037606,4688.32616161
2029,23773.9037606,4688.32616161
2030,25096.0460743,6010.46847539
2031,25096.0460743,6010.46847539
