year,Base case cost,Modeled solar power (pv)
2016,162742.110434,175964.25858
2017,196063.444749,208898.683181
2018,222412.05505,234964.692841
2019,257104.637691,269282.212963
2020,275989.528611,288003.08618
2021,290049.984562,301962.143273
2022,301550.776971,313398.971638
2023,311199.646911,323008.672908
2024,318925.820273,330719.892143
2025,328834.195272,340590.656128
2026,340177.2204,351885.444375
2027,349316.664214,361000.461203
2028,358818.825327,370478.846366
2029,369788.811933,381414.490228
2030,378703.400511,390317.787443
2031,390828.62697,402399.07764
2032,402604.406274,414131.889872
2033,414535.003938,426020.476958
2034,427499.935689,438933.574338
2035,436256.019756,447681.654209
