year,Base case cost,Modeled diesel efficiency
2019,257104.637691,471272.486867
2020,275989.528611,488440.569522
2021,290049.984562,501222.802204
2022,301550.776971,511678.068031
2023,311199.646911,520449.767975
2024,318925.820273,527473.561941
2025,328834.195272,536481.175576
2026,340177.2204,546793.016602
2027,349316.664214,555101.601888
2028,358818.825327,563739.930172
2029,369788.811933,573712.645269
2030,378703.400511,581816.816703
2031,390828.62697,592839.749847
2032,402604.406274,603545.003761
2033,414535.003938,614391.001637
2034,427499.935689,626177.303228
2035,436256.019756,634137.379653
2036,449798.202818,646448.455164
2037,459060.764089,654868.96541
2038,472918.481712,667466.890522
