year,Base case cost,Modeled residential energy efficiency
2017,855282.898389,845603.721066
2018,914126.820732,895422.13888
2019,988097.206764,957478.858934
2020,1035155.45327,998760.782539
2021,1074554.07206,1034188.17933
2022,1109350.17464,1066096.12047
2023,1130546.69079,1085126.51553
2024,1158891.59156,1112027.33557
2025,1191237.14446,1142206.76739
2026,1225886.30435,1174328.78602
2027,1257141.37394,1203778.7547
2028,1288733.42232,1233565.70217
2029,1322662.77557,1265328.93433
2030,1364060.64328,1305282.72132
2031,1400917.01429,1339611.95106
2032,1426877.08264,1363044.87815
2033,1464559.0517,1398199.70593
2034,1504881.60654,1435634.09933
2035,1536933.27406,1466241.68612
2036,1566376.37519,1492796.6258
