year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,31017.5,155205.95,137314.24,55784.71,434288.51,412017.92
2018,33365.69,166912.14,146391.16,55853.53,434620.41,412332.81
2019,36588.95,182992.84,158860.05,55936.0,435076.35,412765.36
2020,38097.0,190482.0,170429.25,55991.21,435288.69,420908.48
2021,39148.53,195696.41,174613.96,56032.33,435436.53,421051.44
2022,39923.56,199545.98,177703.35,56058.75,435545.68,421156.99
2023,40459.78,202223.18,179851.88,56069.98,435621.59,421230.38
2024,40900.21,204410.44,181607.21,56084.87,435683.6,421290.35
2025,41433.84,207052.64,189939.4,56106.51,435758.52,429313.03
2026,42076.22,210219.78,192567.06,56138.58,435848.32,429401.5
2027,42625.53,212931.98,194817.26,56163.7,435925.21,429477.26
2028,43068.08,215119.24,196631.94,56182.64,435987.23,429538.36
2029,43690.84,218111.4,205626.24,56248.13,436072.07,437577.9
2030,44077.86,219948.69,213762.08,56298.16,436124.16,445587.09
2031,44740.49,223185.83,216623.48,56341.28,436215.94,445680.86
2032,45406.68,226510.46,219562.21,56352.84,436310.2,445777.17
2033,46051.34,229747.6,222423.6,56355.39,436401.99,445870.95
2034,46735.48,233177.21,225455.13,56360.84,436499.23,445970.3
2035,47171.78,235346.97,227373.04,56371.8,436560.75,446033.15
2036,47892.22,238899.07,230512.84,56402.62,436661.46,446136.05
2037,48331.36,241016.33,232384.34,56441.01,436721.49,446197.38
2038,49042.9,244498.44,242690.05,56481.06,436820.22,454267.86
2039,49583.23,247158.14,245113.2,56504.71,436895.63,454346.28
2040,50350.91,250972.71,248588.51,56523.55,437003.78,454458.76
