year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,34996.0755147,25897.0958809
2018,34996.0755147,25897.0958809
2019,34996.0755147,25897.0958809
2020,34996.0755147,25897.0958809
2021,34996.0755147,25897.0958809
2022,34996.0755147,25897.0958809
2023,34996.0755147,25897.0958809
2024,34996.0755147,25897.0958809
2025,34996.0755147,25897.0958809
2026,34996.0755147,25897.0958809
2027,34996.0755147,25897.0958809
2028,34996.0755147,25897.0958809
2029,34996.0755147,25897.0958809
2030,34996.0755147,25897.0958809
2031,34996.0755147,25897.0958809
