year,Base case cost,Modeled water and wastewater efficiency
2017,86802.2162478,70774.3720119
2018,89219.220593,72146.6549728
2019,92524.9544981,74102.7982533
2020,94088.2145365,74928.3136537
2021,95180.8630906,75451.119167
2022,95982.3077398,75787.6614675
2023,96529.7516525,75961.9673131
2024,96985.0716513,76081.0400633
2025,97540.3479426,76269.9406857
2026,98214.8035388,76541.4332623
2027,98789.2307093,76751.198559
2028,99250.713677,76890.8257695
2029,99938.9709733,77186.3142949
2030,100376.017749,77320.6826922
2031,101081.768887,77632.6443115
