year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,261697.03,6993.87,34996.08,27135.78
2018,261330.8,6995.71,34996.08,27135.78
2019,260964.57,6997.38,34996.08,27135.78
2020,260525.09,6999.33,34996.08,28085.33
2021,260232.11,7000.87,34996.08,28085.33
2022,260012.37,7001.73,34996.08,28085.33
2023,260012.37,7001.84,34996.08,28085.33
2024,259939.12,7002.32,34996.08,28085.33
2025,259719.38,7003.15,34996.08,29034.88
2026,259426.4,7004.59,34996.08,29034.88
2027,259206.66,7005.65,34996.08,29034.88
2028,259060.17,7006.41,34996.08,29034.88
2029,258254.46,7010.22,34996.08,29984.44
2030,257668.49,7013.24,34996.08,30933.99
2031,257155.76,7015.42,34996.08,30933.99
2032,257155.76,7015.37,34996.08,30933.99
2033,257302.26,7014.72,34996.08,30933.99
2034,257448.75,7014.23,34996.08,30933.99
2035,257375.5,7014.44,34996.08,30933.99
2036,257155.76,7015.68,34996.08,30933.99
2037,256643.04,7017.81,34996.08,30933.99
2038,256276.81,7019.71,34996.08,31883.54
2039,256057.07,7020.68,34996.08,31883.54
2040,255983.82,7021.02,34996.08,31883.54
