year,Base case cost,Modeled non-residential energy efficiency
2017,589494.463458,528110.477972
2018,601532.556025,538854.516715
2019,618069.188415,554093.154223
2020,625770.688592,560587.637787
2021,631132.948062,564786.645058
2022,635091.663106,567618.532047
2023,637844.769478,569279.197719
2024,640094.039389,570464.780213
2025,642811.157443,572139.409343
2026,646068.100274,574373.97033
2027,648857.194965,576167.451818
2028,651106.464876,577447.844365
2029,654183.466116,579572.364776
2030,656072.852841,580539.590922
2031,659401.77231,582957.326178
