year,Base case diesel consumed,Modeled residential energy efficiency
2017,27135.7778513,24812.8250473
2018,27135.7778513,24812.8250473
2019,27135.7778513,24812.8250473
2020,28085.3307294,25762.3779255
2021,28085.3307294,25762.3779255
2022,28085.3307294,25762.3779255
2023,28085.3307294,25762.3779255
2024,28085.3307294,25762.3779255
2025,29034.8836076,26711.9308036
2026,29034.8836076,26711.9308036
2027,29034.8836076,26711.9308036
2028,29034.8836076,26711.9308036
2029,29984.4364857,27661.4836818
2030,30933.9893639,28611.0365599
2031,30933.9893639,28611.0365599
2032,30933.9893639,28611.0365599
2033,30933.9893639,28611.0365599
2034,30933.9893639,28611.0365599
2035,30933.9893639,28611.0365599
2036,30933.9893639,28611.0365599
