year,Base case cost,Modeled residential energy efficiency
2017,549332.167245,553360.751024
2018,558723.969932,561605.60392
2019,571625.414879,573078.400025
2020,591337.731025,591940.819085
2021,595665.405336,595577.856647
2022,598860.33268,598180.817014
2023,601082.259424,599896.481062
2024,602897.559052,601245.739881
2025,619252.434695,617111.8964
2026,621968.561419,619311.803526
2027,624294.526294,621158.918883
2028,626170.304419,622597.695393
2029,643204.14187,639147.942776
2030,659349.172347,654892.719792
2031,662304.340325,657361.238814
2032,665339.377707,659910.189604
2033,668294.545684,662391.298827
2034,671425.426352,665041.419164
2035,673406.18759,666630.97866
2036,676648.885425,669396.511365
