year,Base case diesel consumed,Modeled non-residential ashp
2017,17513.3848309,-20559.1909265
2018,17513.3848309,-20559.1909265
2019,17513.3848309,-20559.1909265
2020,17513.3848309,-20559.1909265
2021,17513.3848309,-20559.1909265
2022,17513.3848309,-20559.1909265
2023,17513.3848309,-20559.1909265
2024,17513.3848309,-20559.1909265
2025,17513.3848309,-20559.1909265
2026,17513.3848309,-20559.1909265
2027,17513.3848309,-20559.1909265
2028,17513.3848309,-20559.1909265
2029,17513.3848309,-20559.1909265
2030,17513.3848309,-20559.1909265
2031,17513.3848309,-20559.1909265
