year,Base case diesel consumed,Modeled diesel efficiency
2019,170426.778412,154933.43492
2020,172811.983889,157101.803536
2021,175274.131478,159340.119525
2022,177813.221179,161648.38289
2023,180429.252992,164026.593629
2024,183122.226917,166474.751743
2025,185815.200842,168922.909857
2026,188585.11688,171441.015345
2027,191355.032917,173959.120834
2028,194201.891067,176547.173697
2029,197125.691329,179205.173935
2030,200049.49159,181863.174173
2031,203050.233964,184591.121786
2032,206050.976338,187319.069398
2033,209128.660824,190116.964385
2034,212283.287422,192984.806747
2035,215437.91402,195852.649109
2036,218669.482731,198790.438846
2037,221977.993553,201798.175957
2038,225363.446488,204875.860443
