year,Base case diesel consumed,Modeled wind power
2019,170426.778412,122685.534616
2020,172811.983889,125070.740092
2021,175274.131478,127532.887681
2022,177813.221179,130071.977382
2023,180429.252992,132688.009195
2024,183122.226917,135380.98312
2025,185815.200842,138073.957046
2026,188585.11688,140843.873083
2027,191355.032917,143613.78912
2028,194201.891067,146460.64727
2029,197125.691329,149384.447532
2030,200049.49159,152308.247793
2031,203050.233964,155308.990167
2032,206050.976338,158309.732541
2033,209128.660824,161387.417027
2034,212283.287422,164542.043625
2035,215437.91402,167696.670223
2036,218669.482731,170928.238934
2037,221977.993553,174236.749756
2038,225363.446488,177622.202691
