year,Base case cost,Modeled diesel efficiency
2019,1020856.40269,1199538.18348
2020,1083531.13898,1250152.24209
2021,1134023.63066,1289840.66496
2022,1177123.5242,1322954.18101
2023,1214288.87264,1350814.8799
2024,1247062.36531,1374821.87251
2025,1283983.03782,1402734.66362
2026,1325753.37167,1435188.69398
2027,1364361.3847,1464897.23874
2028,1402137.6535,1493975.972
2029,1444931.31744,1527739.33321
2030,1480366.23777,1554933.39527
2031,1526937.75941,1592369.28514
2032,1574229.45922,1630574.76969
2033,1624929.6946,1671991.11739
2034,1677037.97063,1714797.06727
2035,1719194.55388,1748663.02062
2036,1773409.50494,1793595.61602
2037,1817999.7672,1829880.53459
2038,1875023.87478,1877568.59787
