year,Base case cost,Modeled wind power
2019,1020856.40269,1153957.41028
2020,1083531.13898,1197858.88615
2021,1134023.63066,1232995.1863
2022,1177123.5242,1262935.71505
2023,1214288.87264,1288729.15573
2024,1247062.36531,1311508.92023
2025,1283983.03782,1337783.3056
2026,1325753.37167,1368251.08529
2027,1364361.3847,1396518.20895
2028,1402137.6535,1424506.32809
2029,1444931.31744,1456844.96424
2030,1480366.23777,1483586.93541
2031,1526937.75941,1519575.79836
2032,1574229.45922,1556418.85503
2033,1624929.6946,1596395.93332
2034,1677037.97063,1637908.85971
2035,1719194.55388,1671621.8466
2036,1773409.50494,1715488.14613
2037,1817999.7672,1751875.72824
2038,1875023.87478,1798786.45405
