year,Base case cost,Modeled solar power (pv)
2016,693900.899583,707362.339303
2017,811188.37766,822546.420935
2018,901115.240657,910866.119725
2019,1020856.40269,1028626.91739
2020,1083531.13898,1090233.73001
2021,1134023.63066,1139878.76902
2022,1177123.5242,1182272.62453
2023,1214288.87264,1218845.60723
2024,1247062.36531,1251113.50042
2025,1283983.03782,1287493.08006
2026,1325753.37167,1328687.70457
2027,1364361.3847,1366780.89739
2028,1402137.6535,1404078.34518
2029,1444931.31744,1446358.50632
2030,1480366.23777,1481384.68348
2031,1526937.75941,1527443.53384
2032,1574229.45922,1574234.79036
2033,1624929.6946,1624424.00905
2034,1677037.97063,1676033.3539
2035,1719194.55388,1717813.78214
