year,Base case cost,Modeled non-residential energy efficiency
2017,1761130.0993,1706367.71532
2018,1865734.49085,1794310.21652
2019,2005948.88803,1913747.02018
2020,2068266.39789,1964607.24767
2021,2112778.90493,1999866.06083
2022,2146163.28521,2025407.60297
2023,2170645.16409,2043191.81393
2024,2188450.1669,2055178.68431
2025,2210706.42042,2071176.76749
2026,2237413.92465,2091184.02553
2027,2259670.17817,2107349.95588
2028,2279700.80634,2121634.74278
2029,2304182.68521,2139922.87266
2030,2319762.06268,2150439.72335
2031,2346469.5669,2170842.63725
