year,Base case diesel consumed,Modeled residential energy efficiency
2017,94330.0148649,77599.4012743
2018,94330.0148649,77599.4012743
2019,96120.9148757,79390.3012851
2020,96120.9148757,79390.3012851
2021,97911.8148866,81181.201296
2022,99702.7148974,82972.1013068
2023,99702.7148974,82972.1013068
2024,101493.614908,84763.0013177
2025,101493.614908,84763.0013177
2026,103284.514919,86553.9013285
2027,103284.514919,86553.9013285
2028,105075.41493,88344.8013394
2029,105075.41493,88344.8013394
2030,106866.314941,90135.7013502
2031,108657.214952,91926.6013611
