year,Base case cost,Modeled wind power
2019,1421115.62342,1491769.23936
2020,1509479.96002,1549191.69641
2021,1569465.60183,1585771.11657
2022,1616124.8794,1612559.15973
2023,1650316.24183,1630409.46606
2024,1676272.99177,1642218.72538
2025,1710659.31887,1660650.79524
2026,1749907.67191,1682799.60333
2027,1784511.63398,1701818.18892
2028,1813951.29931,1717182.37437
2029,1851404.91943,1738736.45235
2030,1875212.52393,1750144.03921
2031,1915518.82479,1774220.3351
2032,1955952.0794,1798585.45806
2033,1999739.02862,1825796.39722
2034,2043684.67001,1853320.4033
2035,2073852.80798,1870547.45037
2036,2117479.55368,1898050.53995
2037,2147851.72444,1915772.61523
2038,2191727.84355,1943809.25346
