year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,159766.551917,118227.248419
2018,159766.551917,118227.248419
2019,159766.551917,118227.248419
2020,159766.551917,118227.248419
2021,159766.551917,118227.248419
2022,159766.551917,118227.248419
2023,159766.551917,118227.248419
2024,159766.551917,118227.248419
2025,159766.551917,118227.248419
2026,159766.551917,118227.248419
2027,159766.551917,118227.248419
2028,159766.551917,118227.248419
2029,159766.551917,118227.248419
2030,159766.551917,118227.248419
2031,159766.551917,118227.248419
