year,Base case cost,Modeled diesel efficiency
2019,1421115.62342,1588417.16331
2020,1509479.96002,1661799.30336
2021,1569465.60183,1709545.4988
2022,1616124.8794,1745335.86937
2023,1650316.24183,1769947.09587
2024,1676272.99177,1787223.9942
2025,1710659.31887,1812312.27296
2026,1749907.67191,1841965.23224
2027,1784511.63398,1867537.28413
2028,1813951.29931,1888552.47584
2029,1851404.91943,1916987.80344
2030,1875212.52393,1933149.22648
2031,1915518.82479,1964437.9456
2032,1955952.0794,1995967.54685
2033,1999739.02862,2030668.49019
2034,2043684.67001,2065633.35654
2035,2073852.80798,2088190.0723
2036,2117479.55368,2123096.00012
2037,2147851.72444,2146063.75368
2038,2191727.84355,2181416.65166
