year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,258894.95,12282.93,159766.55,94330.01
2018,259348.35,12285.89,159766.55,94330.01
2019,259801.76,12288.72,159766.55,96120.91
2020,260255.17,12291.6,159766.55,96120.91
2021,260708.57,12294.42,159766.55,97911.81
2022,261086.41,12297.08,159766.55,99702.71
2023,261539.82,12299.67,159766.55,99702.71
2024,261917.65,12302.22,159766.55,101493.61
2025,262371.06,12304.86,159766.55,101493.61
2026,262748.9,12307.57,159766.55,103284.51
2027,263202.31,12310.41,159766.55,103284.51
2028,263655.71,12313.34,159766.55,105075.41
2029,264109.12,12315.84,159766.55,105075.41
2030,264486.96,12318.38,159766.55,106866.31
2031,264940.36,12321.08,159766.55,108657.21
