year,Base case cost,Modeled solar power (pv)
2016,927533.84297,956398.137282
2017,1105481.4232,1131394.61967
2018,1239685.12781,1263245.02983
2019,1421115.62342,1441796.31854
2020,1509479.96002,1528467.01276
2021,1569465.60183,1587136.46456
2022,1616124.8794,1632662.41712
2023,1650316.24183,1665899.05339
2024,1676272.99177,1691014.56057
2025,1710659.31887,1724489.1668
2026,1749907.67191,1762787.02855
2027,1784511.63398,1796521.65683
2028,1813951.29931,1825171.2668
2029,1851404.91943,1861765.95878
2030,1875212.52393,1884879.67415
2031,1915518.82479,1924336.48276
2032,1955952.0794,1963939.79334
2033,1999739.02862,2006887.6055
2034,2043684.67001,2050013.30919
2035,2073852.80798,2079519.73616
