year,population
2003,6272.0
2004,6374.0
2005,6167.0
2006,6131.0
2007,6069.0
2008,5931.0
2009,6096.0
2010,6198.0
2011,6084.0
2012,6066.0
2013,6062.0
2014,6056.0
2015,6050.0
2016,6040.0
2017,6029.0
2018,6010.0
2019,5981.0
2020,5951.0
2021,5925.0
2022,5892.0
2023,5852.0
2024,5808.0
2025,5759.0
2026,5708.0
2027,5664.0
2028,5618.0
2029,5541.0
2030,5466.0
2031,5399.0
2032,5358.0
2033,5319.0
2034,5279.0
2035,5235.0
2036,5181.0
2037,5119.0
2038,5068.0
2039,5024.0
2040,4984.0
