year,Base case diesel consumed,Modeled residential ashp
2017,42670.8250101,11978.4704989
2018,42670.8250101,11978.4704989
2019,42670.8250101,11978.4704989
2020,40723.843112,10031.4886007
2021,40723.843112,10031.4886007
2022,40723.843112,10031.4886007
2023,38776.8612138,8084.50670257
2024,38776.8612138,8084.50670257
2025,36829.8793157,6137.52480441
2026,36829.8793157,6137.52480441
2027,34882.8974175,4190.54290625
2028,34882.8974175,4190.54290625
2029,32935.9155193,2243.5610081
2030,30988.9336212,296.579109942
2031,30988.9336212,296.579109942
