year,Base case diesel consumed,Modeled non-residential ashp
2017,42670.8250101,40722.813857
2018,42670.8250101,40722.813857
2019,42670.8250101,40722.813857
2020,40723.843112,38775.8319589
2021,40723.843112,38775.8319589
2022,40723.843112,38775.8319589
2023,38776.8612138,36828.8500607
2024,38776.8612138,36828.8500607
2025,36829.8793157,34881.8681626
2026,36829.8793157,34881.8681626
2027,34882.8974175,32934.8862644
2028,34882.8974175,32934.8862644
2029,32935.9155193,30987.9043663
2030,30988.9336212,29040.9224681
2031,30988.9336212,29040.9224681
