year,Base case diesel consumed,Modeled non-residential ashp
2017,79465.7045033,48202.601187
2018,80737.8474466,49474.7441304
2019,82646.0618616,51382.9585453
2020,85190.3477483,53927.244432
2021,86462.4906916,55199.3873753
2022,87734.6336349,56471.5303187
2023,89006.7765783,57743.673262
2024,90278.9195216,59015.8162053
2025,91551.0624649,60287.9591486
2026,93459.2768799,62196.1735636
2027,96003.5627666,64740.4594503
2028,97275.7057099,66012.6023936
2029,99183.9201249,67920.8168086
2030,100456.063068,69192.9597519
2031,102364.277483,71101.1741669
