year,Base case cost,Modeled non-residential energy efficiency
2017,870374.802183,905871.508361
2018,911810.872182,943307.872552
2019,968163.92738,994221.327852
2020,994683.012179,1018180.60093
2021,1012914.88298,1034652.60118
2022,1026174.42538,1046632.23772
2023,1036119.08218,1055616.96512
2024,1044406.29618,1063104.23796
2025,1052693.51018,1070591.5108
2026,1064295.60978,1081073.69277
2027,1074240.26658,1090058.42018
2028,1082527.48058,1097545.69302
2029,1092472.13738,1106530.42042
2030,1099101.90857,1112520.23869
2031,1110704.00817,1123002.42067
