year,Base case cost,Modeled non-residential energy efficiency
2017,308068.420245,314319.144044
2018,326839.196459,329732.840233
2019,353235.60051,351879.756424
2020,365553.9224,361668.693196
2021,373766.136994,367870.417294
2022,380218.591317,372548.202311
2023,384911.285371,375701.487032
2024,388430.805911,377845.685326
2025,392536.913208,380528.148222
2026,397816.194018,384264.31511
2027,402508.888071,387505.78925
2028,406028.408611,389736.110029
2029,410721.102665,393018.639046
2030,414240.623205,395289.05248
2031,419519.904015,399126.696534
