year,Base case cost,Modeled diesel efficiency
2019,126273.922106,267760.448006
2020,134273.386008,271447.547929
2021,140249.378762,273379.155286
2022,145195.110366,274456.218942
2023,148605.011832,274217.207669
2024,151297.794167,273404.525709
2025,154374.235237,273017.046292
2026,158718.78197,273857.021048
2027,162212.347335,273996.257899
2028,165503.924144,274023.042028
2029,169042.907053,274344.246279
2030,171845.647655,274064.015423
2031,176353.936589,275400.56858
2032,180339.923757,276327.033759
2033,184923.5102,277859.985593
2034,189936.172922,279844.739961
2035,192847.676592,279979.635835
2036,197934.441625,282150.915361
2037,200886.582046,282439.120398
2038,205421.165348,284222.055859
