year,Base case cost,Modeled water and wastewater efficiency
2017,28188.1655691,32529.1665163
2018,29927.8542467,33316.9702519
2019,32347.6808958,34544.4038054
2020,33521.1019725,34988.2780428
2021,34347.3733405,35221.0410057
2022,35044.72726,35382.2428483
2023,35537.2242396,35414.5721756
2024,35927.1224709,35388.7215912
2025,36370.4770971,35403.5554994
2026,36932.7846296,35502.0533651
2027,37436.1204817,35568.5996545
2028,37855.5193724,35590.3934571
2029,38362.5176819,35671.8213034
2030,38763.866894,35691.8971179
2031,39343.4322735,35833.3258763
