year,Base case diesel consumed,Modeled non-residential ashp
2017,4951.09696182,-5812.15729224
2018,4951.09696182,-5812.15729224
2019,4951.09696182,-5812.15729224
2020,4951.09696182,-5812.15729224
2021,4951.09696182,-5812.15729224
2022,4951.09696182,-5812.15729224
2023,4951.09696182,-5812.15729224
2024,4951.09696182,-5812.15729224
2025,4951.09696182,-5812.15729224
2026,4951.09696182,-5812.15729224
2027,4951.09696182,-5812.15729224
2028,4951.09696182,-5812.15729224
2029,4951.09696182,-5812.15729224
2030,4951.09696182,-5812.15729224
2031,4951.09696182,-5812.15729224
