year,Base case cost,Modeled residential energy efficiency
2017,362020.278591,356794.220029
2018,393212.16681,383653.048843
2019,434324.064854,419176.423951
2020,448489.704193,430149.047767
2021,470128.926008,449312.361533
2022,490140.074114,467169.324261
2023,508361.316626,483557.503043
2024,512732.305923,486317.270836
2025,530602.657952,502501.59343
2026,550253.670185,520292.516207
2027,556369.357044,524669.583864
2028,574140.55708,540921.793384
2029,593728.37996,558814.963883
2030,611967.094332,575577.624091
2031,619332.737706,581191.852757
