year,Base case diesel consumed,Modeled residential ashp
2017,12240.4333487,-65083.2468862
2018,12240.4333487,-65083.2468862
2019,12240.4333487,-65083.2468862
2020,12240.4333487,-65083.2468862
2021,12240.4333487,-65083.2468862
2022,12240.4333487,-65083.2468862
2023,12350.8217333,-64972.8585015
2024,12350.8217333,-64972.8585015
2025,12350.8217333,-64972.8585015
2026,12350.8217333,-64972.8585015
2027,12350.8217333,-64972.8585015
2028,12350.8217333,-64972.8585015
2029,12350.8217333,-64972.8585015
2030,12350.8217333,-64972.8585015
2031,12461.210118,-64862.4701169
