year,Base case cost,Modeled non-residential energy efficiency
2017,1195202.65338,1260733.35177
2018,1265514.40242,1322132.86042
2019,1363043.60272,1409051.70207
2020,1406137.90052,1445229.56229
2021,1437891.59364,1470911.41423
2022,1460572.80301,1488213.29954
2023,1474181.52863,1497133.0354
2024,1487790.25425,1506141.59744
2025,1503667.10081,1517355.181
2026,1521812.0683,1530771.75311
2027,1537688.91486,1542152.77423
2028,1551297.64049,1551496.30534
2029,1567174.48704,1563037.00734
2030,1578515.09173,1570418.19984
2031,1596660.05923,1584229.46227
