year,Base case cost,Modeled water and wastewater efficiency
2017,96732.0177764,91133.3906575
2018,101651.477402,94066.4529692
2019,108470.801304,98343.3650112
2020,111495.408631,99972.116839
2021,113710.494143,101044.506222
2022,115312.871472,101699.126677
2023,116289.380068,101926.182606
2024,117249.236857,102151.916074
2025,118375.30552,102504.823594
2026,119652.11711,102973.461621
2027,120758.863629,103332.618317
2028,121708.760876,103591.624734
2029,122846.16555,103992.261749
2030,123661.505676,104176.325539
2031,124946.698596,104698.719724
