year,Base case cost,Modeled solar power (pv)
2016,296564.694953,309396.591113
2017,343388.909256,355192.350724
2018,377545.460365,388532.886757
2019,424601.851077,434598.043822
2020,445394.209763,454797.697455
2021,460714.895111,469616.634334
2022,471976.92979,480450.183553
2023,478547.374288,486663.686707
2024,485445.379771,493213.333316
2025,493116.07426,500528.864673
2026,501882.582247,508933.582842
2027,509553.276735,516265.94306
2028,516128.157725,522525.401874
2029,524152.292735,530227.06351
2030,529635.057303,535424.277255
2031,538407.480613,543874.800071
2032,548276.456836,553415.137359
2033,557048.880145,561880.86216
2034,567300.134086,571818.580638
2035,574657.316481,578911.66207
