year,Base case diesel consumed,Modeled non-residential ashp
2017,51202.9602786,45561.5230872
2018,51202.9602786,45561.5230872
2019,52707.5342837,47066.0970923
2020,52707.5342837,47066.0970923
2021,52707.5342837,47066.0970923
2022,52707.5342837,47066.0970923
2023,52707.5342837,47066.0970923
2024,52707.5342837,47066.0970923
2025,52707.5342837,47066.0970923
2026,52707.5342837,47066.0970923
2027,52707.5342837,47066.0970923
2028,52707.5342837,47066.0970923
2029,51202.9602786,45561.5230872
2030,49698.3862736,44056.9490821
2031,49698.3862736,44056.9490821
