year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,0.0,39600.06,91236.92,,79007.07,
2018,0.0,43925.16,96994.89,,80500.1,
2019,0.0,50130.74,108349.21,,82490.81,
2020,0.0,52951.46,112214.75,,83486.16,
2021,0.0,55019.99,115049.48,,84149.73,
2022,0.0,56524.37,117111.1,,84702.71,
2023,0.0,57652.66,118657.31,,85034.49,
2024,0.0,58592.9,119945.82,,85310.98,
2025,0.0,59533.14,121234.34,,85698.06,
2026,0.0,60849.47,123038.25,,86140.44,
2027,0.0,61977.76,124584.47,,86472.22,
2028,0.0,62918.0,125872.98,,86804.01,
2029,0.0,64046.29,123781.92,,87191.09,
2030,0.0,64798.48,121116.61,,87412.28,
2031,0.0,66114.81,122817.54,,87854.66,
2032,,,124761.46,,,
2033,,,126462.39,,,
2034,,,132293.69,,,
2035,,,133295.08,,,
2036,,,131322.19,,,
